No,Agence,Année,Trimestre,Nom du fournisseur,Numéro de référence,Date du contrat,Devis – numéro,Devis – catégorie,Devis – sous-catégorie,Contrat-début,Contrat-fin,Contrat durée (jours),Valeur du contrat (fin),Valeur du contrat (originale),Extra,Commentaires
4519,Élections Canada,2013,3,NCR ASSOCIATES,13-0178,2013-12-08,491,Services de conseillers en gestion,,2013-06-10,2014-03-31,294,24860,24860,0,Le présent marché a été adjugé à un fournisseur unique. Le présent marché comprend une modification ou plus.
4520,Élections Canada,2013,3,CENTRE DE LANGUES CHARPENTIER,13-0216,2013-11-08,447,"Frais d'enseignement et frais de participation à  des cours comprenant les séminaires, non spécifiés ailleurs",,2013-06-23,2014-02-14,236,"9073,85","1896,03","7177,82",Le présent marché a été adjugé à un fournisseur unique. Le présent marché comprend une modification ou plus.
4521,Élections Canada,2013,3,TURTLE ISLAND STAFFING,13-0271,2013-12-20,813,Services d'aide temporaire,Commis intermédiaire  à la gestion des dossiers,2013-07-29,2014-03-31,245,"22564,51","5466,38","17098,13",Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4522,Élections Canada,2013,3,NCR ASSOCIATES,13-0297,2013-11-23,447,"Frais d'enseignement et frais de participation à  des cours comprenant les séminaires, non spécifiés ailleurs",,2013-07-23,2014-03-31,251,"21325,75","13277,5","8048,25",Le présent marché a été adjugé à un fournisseur unique. Le présent marché comprend une modification ou plus.
4523,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0314,2013-11-06,473,Conseillers en technologie d'information,Analyste des activités,2013-08-07,2013-12-31,146,"68647,51",45765,"22882,51",Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada. Le présent marché comprend une modification ou plus.
4524,Élections Canada,2013,3,ALTIS HUMAN RESOURCES,13-0315,2013-10-11,813,Services d'aide temporaire,Services de support en approvisionnement,2013-10-15,2016-03-31,898,"163259,7","163259,7",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4525,Élections Canada,2013,3,ACTION PERSONNEL SERVICES,13-0326,2013-12-11,813,Services d'aide temporaire,Services administratifs,2013-08-22,2014-01-31,162,"16353,79","11972,35","4381,44",Le présent marché a été adjugé dans le cadre d'un concours utilisant un outil d'acquisition de Travaux public et Services gouvernementaux Canada.  Le présent marché comprend une modification ou plus.
4526,Élections Canada,2013,3,ECOLE LANGUES DE L ESTRIE INC.,13-0328,2013-10-31,447,"Frais d'enseignement et frais de participation à  des cours comprenant les séminaires, non spécifiés ailleurs",,2013-09-03,2013-11-15,73,10070,7410,2660,Le présent marché a été adjugé à un fournisseur unique. Le présent marché comprend une modification ou plus.
4527,Élections Canada,2013,3,CANON CANADA INC.,13-0372,2013-12-13,1228,Logiciels,,2013-12-13,2014-03-31,108,"57281,69","57281,69",0,Le présent marché a été adjugé à un fournisseur unique.
4528,Élections Canada,2013,3,MODIS CANADA INC,13-0375,2013-11-26,473,Conseillers en technologie d'information,Architecte de technologie,2013-09-18,2014-03-31,194,116616,77744,38872,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada. Le présent marché comprend une modification ou plus.
4529,Élections Canada,2013,3,CMS HUMAN RESOURCES,13-0414,2013-12-09,491,Services de conseillers en gestion,Services de dotation,2013-10-16,2014-04-01,167,"54563,45","52618,45",1945,Le présent marché a été adjugé dans le cadre d'un concours utilisant un outil d'acquisition de Travaux public et Services gouvernementaux Canada. Le présent marché comprend une modification ou plus.
4530,Élections Canada,2013,3,ENCOUNTERS WITH CANADA,13-0418,2013-10-11,492,Contrats de recherche,,2013-10-11,2014-05-31,232,10000,10000,0,Le présent marché a été adjugé à un fournisseur unique.
4531,Élections Canada,2013,3,"NEUFELD, HARRY",13-0428,2013-12-05,499,Autres services professionnels non précisés ailleurs,Revue de la formation des travailleurs électoraux,2013-11-25,2014-02-28,95,24654,24654,0,Le présent marché a été adjugé dans le cadre d'un concours.
4532,Élections Canada,2013,3,"HOWLETT, LYNN",13-0447,2013-10-16,499,Autres services professionnels non précisés ailleurs,Agent de Renseignements,2013-10-21,2014-03-31,161,"24987,69","24987,69",0,Le présent marché a été adjugé à un fournisseur unique.
4533,Élections Canada,2013,3,CORADIX TECHNOLOGY,13-0454,2013-10-15,473,Conseillers en technologie d'information,Architecte en GI,2013-10-11,2014-09-30,354,78422,78422,0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4534,Élections Canada,2013,3,TOTEM OFFISOURCE INC.,13-0456,2013-10-01,1231,Mobilier et ameublement du bureau incluant des pièces,,2013-10-01,2013-12-31,91,"14367,31","14367,31",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4535,Élections Canada,2013,3,FMC PROFESSIONALS INC,13-0457,2013-12-06,401,Services de comptabilité et de vérification,Services de vérification interne,2013-10-03,2014-02-15,135,"49122,15","23899,5","25222,65",Le présent marché a été adjugé à un fournisseur unique.  Le présent marché comprend une modification ou plus.
4536,Élections Canada,2013,3,LES PARTENAIRES DU DOME INC.,13-0458,2013-10-03,499,Autres services professionnels non précisés ailleurs,Spécialiste de l'évaluation de l'impact de confidentialité,2013-10-01,2014-03-31,181,"24916,5","24916,5",0,Le présent marché a été adjugé à un fournisseur unique.
4537,Élections Canada,2013,3,DENNERY RESOURCES INC,13-0459,2013-11-26,499,Autres services professionnels non précisés ailleurs,Inititiative de développement Organisationnelle,2013-11-25,2014-06-30,217,77970,77970,0,Le présent marché a été adjugé dans le cadre d'un concours.
4538,Élections Canada,2013,3,HALLUX CONSULTING INC.,13-0462,2013-11-01,491,Services de conseillers en gestion,Vérification en matière de sécurité,2013-11-04,2014-03-31,147,78422,78422,0,Le présent marché a été adjugé dans le cadre d'un concours.
4539,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0465,2013-11-05,473,Conseillers en technologie d'information,Architecte de transformation des affaires,2013-11-04,2014-10-31,361,190179,190179,0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4540,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0466,2013-11-05,473,Conseillers en technologie d'information,Architecte d'applications,2013-11-04,2014-10-31,361,213796,213796,0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4541,Élections Canada,2013,3,ENSEIGNES PATTISON SIGN GROUP,13-0468,2013-10-03,1239,Autre materiel de bureau,,2013-10-07,2013-12-31,85,"18442,25","18442,25",0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4542,Élections Canada,2013,3,JOHNSONS BUSINESS INTERIORS,13-0470,2013-10-04,1231,Mobilier et ameublement du bureau incluant des pièces,,2013-10-04,2013-12-31,88,"24548,31","24548,31",0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4543,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0471,2013-10-22,473,Conseillers en technologie d'information,Programmeur analyste,2013-10-28,2014-03-31,154,"90051,96","90051,96",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4544,Élections Canada,2013,3,QUANTUM MANAGEMENT SERVICES,13-0474,2013-10-24,813,Services d'aide temporaire,Administration des programmes,2013-11-04,2014-03-31,147,"32442,3","32442,3",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4545,Élections Canada,2013,3,RCGT CONSULTING INC,13-0477,2013-11-26,499,Autres services professionnels non précisés ailleurs,Spécialiste de l'évaluation de l'impact de confidentialité,2013-12-02,2014-09-30,302,39550,39550,0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4546,Élections Canada,2013,3,COMMISSIONAIRES-OTTAWA,13-0478,2013-10-09,460,Services de protection,,2013-10-11,2013-12-14,64,28250,28250,0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4547,Élections Canada,2013,3,COMMISSIONAIRES-OTTAWA,13-0479,2013-10-09,460,Services de protection,,2013-10-11,2013-12-31,81,"74733,75","74733,75",0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4548,Élections Canada,2013,3,SAS INSTITUTE (CANADA) INC.,13-0485,2013-11-21,1228,Logiciels,,2013-11-21,2013-12-31,40,"27939,25","27939,25",0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4549,Élections Canada,2013,3,TERAMACH TECHNOLOGIES INC.,13-0486,2013-10-24,1228,Logiciels,,2013-10-25,2014-10-24,364,"22620,97","22620,97",0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4550,Élections Canada,2013,3,SAFE SOFTWARE INC.,13-0487,2013-12-16,1228,Logiciels,,2013-10-04,2013-12-31,88,17628,17628,0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4551,Élections Canada,2013,3,THE NATIVE WOMANS ASSOCIATION OF CANADA,13-0488,2013-10-18,492,Contrats de recherche,,2013-10-18,2014-03-31,164,"24989,95","24989,95",0,Le présent marché a été adjugé à un fournisseur unique.
4552,Élections Canada,2013,3,TOTEM OFFISOURCE INC.,13-0490,2013-10-17,1231,Mobilier et ameublement du bureau incluant des pièces,,2013-10-17,2013-12-31,75,"24436,6","24436,6",0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4553,Élections Canada,2013,3,LUMINA IT INC.,13-0491,2013-11-13,499,Autres services professionnels non précisés ailleurs,Services d'appui aux achats,2013-10-21,2013-12-31,71,24973,24973,0,Le présent marché a été adjugé à un fournisseur unique.
4554,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0498,2013-11-28,473,Conseillers en technologie d'information,Architecte de réseau,2013-11-27,2014-06-30,215,"73262,42","73262,42",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4555,Élections Canada,2013,3,"HALLDORSON, KENNETH",13-0499,2013-10-25,499,Autres services professionnels non précisés ailleurs,Agent de Liaison – Manitoba,2013-10-22,2016-11-30,1135,188715,188715,0,Le présent marché a été adjugé dans le cadre d'un concours.
4556,Élections Canada,2013,3,SOFTCHOICE CORPORATION,13-0504,2013-10-30,1228,Logiciels,,2013-10-30,2014-10-26,361,"11363,28","11363,28",0,Le présent marché a été adjugé à un fournisseur unique.
4557,Élections Canada,2013,3,ROGERS BUSINESS SOLUTIONS,13-0505,2013-12-17,227,Autres services de communication non spécifiés ailleurs,,2013-12-01,2014-11-30,364,"199159,7","199159,7",0,Le présent marché a été adjugé à un fournisseur unique.
4558,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0507,2013-11-25,473,Conseillers en technologie d'information,Gestionnaire de projet,2013-11-12,2014-03-31,139,"84269,75","84269,75",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4559,Élections Canada,2013,3,ICEBERG NETWORK CORPORATION,13-0508,2013-10-23,1228,Logiciels,,2013-11-01,2014-10-31,364,"12366,72","12366,72",0,Le présent marché a été adjugé à un fournisseur unique.
4560,Élections Canada,2013,3,MARKETEL / MCCANN-ERICKSON LTD.,13-0510,2013-11-07,301,Services de réclame,,2013-10-22,2014-03-31,160,"35168,99","35168,99",0,Le présent marché est une autorisation de tâche suite à un contract qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4561,Élections Canada,2013,3,PUBLICIS CANADA,13-0511,2013-10-29,301,Services de réclame,,2013-10-22,2014-03-31,160,"23640,73","23640,73",0,Le présent marché est une autorisation de tâche suite à un contract qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4562,Élections Canada,2013,3,COSSETTE COMMUNICATIONS,13-0513,2013-10-29,301,Services de réclame,,2013-10-22,2014-03-31,160,"497383,98","497383,98",0,Le présent marché est une autorisation de tâche suite à un contract qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4563,Élections Canada,2013,3,"VENNE, JEAN-FRANCOIS",13-0516,2013-12-12,499,Autres services professionnels non précisés ailleurs,Consultant dans le domaine de l'analyse des politiques,2013-10-30,2014-03-31,152,24860,24860,0,Le présent marché a été adjugé à un fournisseur unique.
4564,Élections Canada,2013,3,CORADIX TECHNOLOGY,13-0517,2013-11-04,473,Conseillers en technologie d'information,Analyste des activités,2013-10-31,2014-07-31,273,77292,77292,0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4565,Élections Canada,2013,3,LYNDA NAVEDA CONSULTING LTD,13-0518,2013-10-29,499,Autres services professionnels non précisés ailleurs,Service de dotation en personnel exécutif,2013-10-21,2014-03-30,160,20340,20340,0,Le présent marché a été adjugé à un fournisseur unique.
4566,Élections Canada,2013,3,CANON CANADA INC.,13-0520,2013-10-29,671,Autre materiel de bureau,,2013-11-01,2017-10-31,1460,"130395,13","130395,13",0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4567,Élections Canada,2013,3,ROCHE BANYAN,13-0521,2013-11-08,446,Conseillers en formation,Planification à la retraite,2013-11-04,2014-03-31,147,"16780,5","16780,5",0,Le présent marché a été adjugé à un fournisseur unique.
4568,Élections Canada,2013,3,COMPUZONIC,13-0522,2013-10-30,1227,"Matériel d'ordinateurs petit, dessus de bureau personnel / portatif",,2013-10-31,2014-03-31,151,84315,84315,0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4569,Élections Canada,2013,3,GROUPE POLIQUIN-WAKEFIELD,13-0524,2013-11-13,499,Autres services professionnels non précisés ailleurs,Services de coaching pour les employés,2013-11-06,2014-11-05,364,"24362,8","24362,8",0,Le présent marché a été adjugé à un fournisseur unique.
4570,Élections Canada,2013,3,BARBARA PERSONNEL INC.,13-0527,2013-12-06,813,Services d'aide temporaire,Adjoint exécutif,2013-12-09,2014-11-07,333,"56748,6","56748,6",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4571,Élections Canada,2013,3,COMPUZONIC,13-0528,2013-11-04,1229,Pièces d'équipement d'ordinateurs,,2013-10-31,2014-03-31,151,32544,32544,0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4572,Élections Canada,2013,3,IPSS INC.,13-0530,2013-11-06,1228,Logiciels,,2013-11-18,2014-12-14,391,"11876,3","11876,3",0,Le présent marché a été adjugé à un fournisseur unique.
4573,Élections Canada,2013,3,CDW CANADA INC.,13-0534,2013-11-30,1227,"Matériel d'ordinateurs petit, dessus de bureau personnel / portatif",,2013-11-30,2014-03-31,121,"104201,82","104201,82",0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4574,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0540,2013-11-28,473,Conseillers en technologie d'information,Testeur,2013-11-29,2014-03-31,122,"58477,5","58477,5",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4575,Élections Canada,2013,3,ADVANCED BUSINESS INTERIORS,13-0554,2013-11-12,1231,Mobilier et ameublement du bureau incluant des pièces,,2013-11-12,2013-12-31,49,"24503,48","24503,48",0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4576,Élections Canada,2013,3,DELSYS RESEARCH GROUP INC,13-0555,2013-12-06,499,Autres services professionnels non précisés ailleurs,Services de soutien visuel à la modernisation des activités,2013-11-25,2014-12-08,378,"258578,78","258578,78",0,Le présent marché fait suite à un préavis d'adjudication de contrat.
4577,Élections Canada,2013,3,CASCADES FINE PAPER GROUP INC,13-0561,2013-11-15,321,Services d'imprimerie,,2014-01-15,2014-03-31,75,"22116,36","22116,36",0,Le présent marché a été adjugé à un fournisseur unique.
4578,Élections Canada,2013,3,R.A. MALATEST ANS ASSOCIATES,13-0562,2013-12-09,341,Services de recherche en communications,,2013-11-20,2014-03-31,131,45990,45990,0,Le présent marché a été adjugé dans le cadre d'un concours.
4579,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0567,2013-11-25,473,Conseillers en technologie d'information,Architecte d'applications,2013-11-29,2014-03-31,122,"47218,18","47218,18",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4580,Élections Canada,2013,3,SAS INSTITUTE (CANADA) INC.,13-0571,2013-12-13,1228,Logiciels,,2013-04-01,2014-03-31,364,"147122,61","147122,61",0,Le présent marché a été adjugé à un fournisseur unique.
4581,Élections Canada,2013,3,DELOITTE LLP,13-0572,2013-11-27,499,Autres services professionnels non précisés ailleurs,Service de soutien fiscal,2013-12-02,2014-03-31,119,"24144,75","24144,75",0,Le présent marché a été adjugé à un fournisseur unique.
4582,Élections Canada,2013,3,SOLAS SOLUTIONS INC.,13-0573,2013-11-20,494,Services de traduction,,2013-11-18,2014-08-31,286,"24916,5","24916,5",0,Le présent marché a été adjugé à un fournisseur unique.
4583,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0575,2013-11-25,473,Conseillers en technologie d'information,Programmeur analyste,2013-11-29,2014-03-31,122,"67867,8","67867,8",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4584,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0576,2013-11-25,473,Conseillers en technologie d'information,Architecte d'applications,2013-11-29,2014-03-31,122,"10565,5","10565,5",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4585,Élections Canada,2013,3,PROCOM CONSULTANTS GROUP LTD,13-0577,2013-12-12,491,Services de conseillers en gestion,Chargé de projet,2013-12-16,2014-11-07,326,"79100,48","79100,48",0,Le présent marché a été adjugé dans le cadre d'un concours.
4586,Élections Canada,2013,3,SOMOS CONSULTING GROUP LTD,13-0580,2013-12-09,813,Services d'aide temporaire,Soutien des applications informatiques supérieur,2013-12-09,2014-02-28,81,25312,25312,0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4587,Élections Canada,2013,3,FUJITSU CONSULTING INC.,13-0584,2013-11-28,473,Conseillers en technologie d'information,Architectes de technologie,2013-11-28,2014-01-17,50,"37965,29","37965,29",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4588,Élections Canada,2013,3,MODIS CANADA INC,13-0585,2013-11-28,473,Conseillers en technologie d'information,Testeur,2013-11-29,2014-03-31,122,"52070,4","52070,4",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un arrangement en matière dapprovisionnement dÉlections Canada.
4589,Élections Canada,2013,3,"LAURUS, LINDA",13-0587,2013-11-27,351,Autres services de communication non spécifiés ailleurs,Services de rédaction en anglais,2013-11-28,2014-03-31,123,10735,10735,0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4590,Élections Canada,2013,3,"BINNIE, IAN",13-0590,2013-12-31,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-31,2014-03-31,90,"68914,97","68914,97",0,Le présent marché a été adjugé à un fournisseur unique.
4591,Élections Canada,2013,3,"FRASER, SHEILA",13-0591,2013-12-06,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-04,2014-03-31,117,"65534,97","65534,97",0,Le présent marché a été adjugé à un fournisseur unique. Le présent marché a été adjugé à un ancien fonctionnaire recevant une pension versée en vertu de la Loi sur la pension de la fonction publique.
4592,Élections Canada,2013,3,"BISSONNETTE, LISE",13-0592,2013-12-16,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-09,2014-03-31,112,"32875,94","32875,94",0,Le présent marché a été adjugé à un fournisseur unique.
4593,Élections Canada,2013,3,"JAMIESON, ROBERTA",13-0593,2013-12-16,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-09,2014-03-31,112,"34125,94","34125,94",0,Le présent marché a été adjugé à un fournisseur unique.
4594,Élections Canada,2013,3,"MANNING, PRESTON",13-0595,2013-12-16,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-09,2014-03-31,112,"34875,94","34875,94",0,Le présent marché a été adjugé à un fournisseur unique.
4595,Élections Canada,2013,3,"RAE, BOB",13-0596,2013-12-10,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-09,2014-03-31,112,"34125,94","34125,94",0,Le présent marché a été adjugé à un fournisseur unique.
4596,Élections Canada,2013,3,ROMANOW. ROY,13-0597,2013-12-16,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-09,2014-03-31,112,"34625,94","34625,94",0,Le présent marché a été adjugé à un fournisseur unique.
4597,Élections Canada,2013,3,"THIBODEAU DEGUIRE, MICHELE",13-0599,2013-12-16,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-09,2014-03-31,112,"32875,94","32875,94",0,Le présent marché a été adjugé à un fournisseur unique.
4598,Élections Canada,2013,3,"THOMAS, PAUL",13-0600,2013-12-16,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-09,2014-03-31,112,"34375,94","34375,94",0,Le présent marché a été adjugé à un fournisseur unique.
4599,Élections Canada,2013,3,"WILSON, MICHAEL",13-0601,2013-12-18,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-09,2014-03-31,112,"34125,94","34125,94",0,Le présent marché a été adjugé à un fournisseur unique.
4600,Élections Canada,2013,3,"WONG, CATHY",13-0602,2013-12-14,499,Autres services professionnels non précisés ailleurs,Comité consultatif sur le système électoral fédéral,2013-12-09,2014-03-31,112,"32875,94","32875,94",0,Le présent marché a été adjugé à un fournisseur unique.
4601,Élections Canada,2013,3,TERAMACH TECHNOLOGIES INC.,13-0607,2013-11-28,1229,Pièces d'équipement d'ordinateurs,,2013-11-28,2014-01-01,34,"48468,53","48468,53",0,Le présent marché est une commande subséquente à un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4602,Élections Canada,2013,3,EXCELLENCE RHR CONSULTATION,13-0608,2013-12-06,491,Services de conseillers en gestion,Programme d'appuis personnalisé,2013-11-29,2015-03-31,487,24408,24408,0,Le présent marché a été adjugé à un fournisseur unique.
4603,Élections Canada,2013,3,ESRI CANADA,13-0611,2013-12-16,1228,Logiciels,,2014-01-01,2014-12-31,364,"225459,21","225459,21",0,Le présent marché a été adjugé dans le cadre d'un concours utilisant un outil d'acquisition de Travaux public et Services gouvernementaux Canada.
4604,Élections Canada,2013,3,TRADUCTIONS TESSIER,13-0628,2013-12-12,351,Autres services de communication non spécifiés ailleurs,Service de révision comparée en français,2013-12-16,2015-03-31,470,"11468,76","11468,76",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4605,Élections Canada,2013,3,SHADFORTH COMMUNICATION,13-0629,2013-12-12,351,Autres services de communication non spécifiés ailleurs,Services de révision en anglais,2013-12-16,2015-03-31,470,"11451,51","11451,51",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4606,Élections Canada,2013,3,CORNERSTONE COMMUNICATIONS,13-0630,2013-12-12,351,Autres services de communication non spécifiés ailleurs,Services de correction d'épreuves en anglais,2013-12-16,2015-03-31,470,"11434,26","11434,26",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4607,Élections Canada,2013,3,"MAHONEY, ANNE LOUISE",13-0631,2013-12-12,351,Autres services de communication non spécifiés ailleurs,Services de révision en anglais,2013-12-16,2015-03-31,470,"11434,27","11434,27",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4608,Élections Canada,2013,3,"HART, WILLIAM",13-0632,2013-12-12,351,Autres services de communication non spécifiés ailleurs,Services de rédaction en anglais,2013-12-16,2015-03-31,470,"11451,51","11451,51",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4609,Élections Canada,2013,3,"MACFIE, ELIZABETH",13-0633,2013-12-12,351,Autres services de communication non spécifiés ailleurs,Services de révision en anglais,2013-12-16,2015-03-31,470,"11382,53","11382,53",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4610,Élections Canada,2013,3,"MACFIE, ELIZABETH",13-0634,2013-12-12,351,Autres services de communication non spécifiés ailleurs,Services de correction d'épreuves en anglais,2013-12-16,2015-03-31,470,"11382,53","11382,53",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4611,Élections Canada,2013,3,AMÉLIE CHRÉTIEN,13-0635,2013-12-12,351,Autres services de communication non spécifiés ailleurs,Services de révision en français,2013-12-16,2015-03-31,470,"11428,52","11428,52",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4612,Élections Canada,2013,3,AMÉLIE CHRÉTIEN,13-0636,2013-12-12,351,Autres services de communication non spécifiés ailleurs,Service de révision comparée en français,2013-12-16,2015-03-31,470,"11428,52","11428,52",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4613,Élections Canada,2013,3,"CREMER, PIERRE",13-0637,2013-12-13,351,Autres services de communication non spécifiés ailleurs,Service de révision comparée en français,2013-12-16,2015-03-31,470,"11468,76","11468,76",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4614,Élections Canada,2013,3,AMÉLIE CHRÉTIEN,13-0638,2013-12-12,351,Autres services de communication non spécifiés ailleurs,Services de correction d'épreuves en français,2013-12-16,2015-03-31,470,"11428,52","11428,52",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4615,Élections Canada,2013,3,VANKELLERS EDITORIAL,13-0639,2013-12-14,351,Autres services de communication non spécifiés ailleurs,Services de révision en anglais,2013-12-16,2015-03-31,470,"11476,81","11476,81",0,Le présent marché est une commande subséquente à une offre à commande dÉlections Canada qui s'échelonne sur plusieurs années et qui a été adjugé dans le cadre d'un concours.
4616,Élections Canada,2013,3,TERAMACH TECHNOLOGIES INC.,13-0640,2013-12-17,473,Conseillers en technologie d'information,Spécialist Evault,2013-12-17,2014-03-31,104,"19315,8","19315,8",0,Le présent marché a été adjugé à un fournisseur unique.
